2022-05-20 04:28:36,779 p=102868 u=root n=ansible | PLAY [Configuring Master] *****************************************************************************************************
2022-05-20 04:37:05,376 p=102868 u=root n=ansible | ok: [3.85.134.176] => (item=none)
2022-05-20 04:37:05,421 p=102868 u=root n=ansible | ok: [54.88.55.143] => (item=none)
2022-05-20 04:37:05,546 p=102868 u=root n=ansible | ok: [54.235.23.38] => (item=none)
2022-05-20 04:37:05,925 p=102868 u=root n=ansible | ok: [54.82.86.157] => (item=none)
2022-05-20 04:37:05,931 p=102868 u=root n=ansible | TASK [k8s_slave : Disable swap] ***********************************************************************************************
2022-05-20 04:37:05,993 p=102868 u=root n=ansible | skipping: [3.85.134.176]
2022-05-20 04:37:06,012 p=102868 u=root n=ansible | skipping: [54.235.23.38]
2022-05-20 04:37:06,039 p=102868 u=root n=ansible | skipping: [54.82.86.157]
2022-05-20 04:37:06,074 p=102868 u=root n=ansible | skipping: [54.88.55.143]
2022-05-20 04:37:06,081 p=102868 u=root n=ansible | TASK [k8s_slave : Add an apt signing key for Kubernetes] **********************************************************************
2022-05-20 04:37:12,423 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:37:12,506 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:37:12,740 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:37:12,878 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:37:12,885 p=102868 u=root n=ansible | TASK [k8s_slave : Adding apt repository for Kubernetes] ***********************************************************************
2022-05-20 04:37:25,095 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:37:25,419 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:37:25,988 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:37:26,328 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:37:26,337 p=102868 u=root n=ansible | TASK [k8s_slave : Install Kubernetes binaries] ********************************************************************************
2022-05-20 04:37:49,484 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:37:50,050 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:37:50,667 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:37:54,844 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:37:54,850 p=102868 u=root n=ansible | TASK [k8s_slave : Copy k8s.conf file for bridging] ****************************************************************************
2022-05-20 04:38:06,871 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:38:06,924 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:38:06,950 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:38:07,483 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:38:07,487 p=102868 u=root n=ansible | TASK [k8s_slave : Starting Docker Services] ***********************************************************************************
2022-05-20 04:38:14,354 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:38:14,683 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:38:14,684 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:38:14,822 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:38:14,826 p=102868 u=root n=ansible | TASK [k8s_slave : Enable kubelet] *********************************************************************************************
2022-05-20 04:38:20,390 p=102868 u=root n=ansible | ok: [3.85.134.176]
2022-05-20 04:38:20,392 p=102868 u=root n=ansible | ok: [54.88.55.143]
2022-05-20 04:38:20,470 p=102868 u=root n=ansible | ok: [54.235.23.38]
2022-05-20 04:38:20,676 p=102868 u=root n=ansible | ok: [54.82.86.157]
2022-05-20 04:38:20,683 p=102868 u=root n=ansible | TASK [k8s_slave : Enable CRI plugin] ******************************************************************************************
2022-05-20 04:38:26,126 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:38:26,170 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:38:26,206 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:38:26,422 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:38:26,428 p=102868 u=root n=ansible | TASK [k8s_slave : Starting Containerd Services] *******************************************************************************
2022-05-20 04:38:32,375 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:38:32,404 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:38:32,409 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:38:32,597 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:38:32,603 p=102868 u=root n=ansible | TASK [k8s_slave : Pulling Images] *********************************************************************************************
2022-05-20 04:38:56,586 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:38:57,167 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:38:57,973 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:39:00,929 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:39:00,934 p=102868 u=root n=ansible | TASK [k8s_slave : Enabling bridging for kernel in the slave node] *************************************************************
2022-05-20 04:39:06,479 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:39:06,515 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:39:06,532 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:39:06,815 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:39:06,819 p=102868 u=root n=ansible | TASK [k8s_slave : Join the slave and master nodes] ****************************************************************************
2022-05-20 04:39:18,753 p=102868 u=root n=ansible | changed: [3.85.134.176]
2022-05-20 04:39:19,154 p=102868 u=root n=ansible | changed: [54.82.86.157]
2022-05-20 04:39:27,164 p=102868 u=root n=ansible | changed: [54.235.23.38]
2022-05-20 04:39:27,827 p=102868 u=root n=ansible | changed: [54.88.55.143]
2022-05-20 04:39:27,837 p=102868 u=root n=ansible | PLAY RECAP ********************************************************************************************************************
2022-05-20 04:39:27,838 p=102868 u=root n=ansible | 3.85.134.176               : ok=17   changed=14   unreachable=0    failed=0    skipped=25   rescued=0    ignored=0   
2022-05-20 04:39:27,838 p=102868 u=root n=ansible | 54.235.23.38               : ok=17   changed=14   unreachable=0    failed=0    skipped=25   rescued=0    ignored=0   
2022-05-20 04:39:27,838 p=102868 u=root n=ansible | 54.82.86.157               : ok=17   changed=14   unreachable=0    failed=0    skipped=25   rescued=0    ignored=0   
2022-05-20 04:39:27,838 p=102868 u=root n=ansible | 54.88.55.143               : ok=17   changed=14   unreachable=0    failed=0    skipped=25   rescued=0    ignored=0   
2022-05-20 04:39:27,838 p=102868 u=root n=ansible | 54.91.216.51               : ok=27   changed=23   unreachable=0    failed=0    skipped=36   rescued=0    ignored=0   
